course_id;course_name;professor;department;semester;days;time;description
CHEM  165;Experimental Physical Chemistry;Abdelazim;Chemistry & Chemical Biology;2022 Spring;"[{""days"":""T""}]";3:00pm -  4:15pm;The goal of this course is to provide students with both detailed knowledge of established and fundamental methods of experimental physical chemistry and an introduction to selected state-of-the-art experiments that address contemporary scientific questions. You will learn about tools that are of broad utility in many areas of science and have fun discovering how to make these experimental apparatus work. The fundamental methods discussions will demonstrate how specific chemical phenomena can be
FOLKMYTH  150;Internet Folklore, Online Communities, and Digital Storytelling;Brower;Folklore & Mythology;2022 Spring;[];-  TBA;That that conspiracy theory you read while scrolling through your Twitter feed last week...that subversive meme just posted to Harvard Memes for Elitist 1% Tweens...that spooky contemporary legend circulating on Creepypasta...that hilarious prank you just saw on TikTok...that infuriating “fake news” your uncle keeps amplifying on Facebook...that 4-Chan board that you wish you hadn’t read...your frenemy’s latest Instagram post: all of these and more comprise our consequent
AFVS  150A;Film Directing: Approaching Fiction Now;Sotomayor Castillo;Art, Film, and Visual Studies;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  2:45pm;This course guides students through different issues and challenges in the filmmaking process from the initial development of ideas through to completion. Throughout the semester, students will write and discuss their own short film scripts. At the end of the first semester, these projects will be ready to move through the pre-production process so that they can be shot during the second semester.   Emphasis is placed on finding a voice, point of view and approaching the film lang
EDST  104;The Politics of Education in the Developing World;Davies;Education Studies;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";10:00am -  11:15am;How do teachers' unions impact education policy? What role does democracy have on access to and the quality of education? What is the effect of decentralization on parental participation and educational outcomes? This course will explore these and other questions as we consider the role that political constraints play in the provision of education across the developing world. We will ask who the key actors, interests, and incentives are in education politics through individual case studies,
CHNSE  123XB 003;Intermediate Modern Chinese for Advanced Beginners;Ying;East Asian Langs & Civ;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:30pm;Continuation of Chinese Bx. Covers in one term the equivalent of Chinese 120a and 120b.
CELTIC  188;Songs of the Highlander;Sumner;Celtic Languages & Literatures;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";10:30am -  11:45am;An introduction to Scottish Gaelic poetry of the sixteenth to nineteenth centuries, this course explores poets’ preoccupations and creative impulses in a time of regular conflict and drastic sociopolitical change. Critical issues we will consider include, but are not limited to, the role(s) of the poet in society, tradition and innovation, orality, and intertextuality. All texts will be read in English translation.
ECON 1010A;Intermediate Microeconomics;Boycko;Economics;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";10:30am -  11:45am;The course introduces core microeconomic models of consumers, firms, and markets, and develops their application to a broad range of economic and social issues in the real world.
GOV 1730;War and Politics;Rosen;Government;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;Explores the organized use of violence for the purposes of the state, with particular attention paid to the question of strategy and the sources of victory.
KORHIST  141;Landscapes of Power in Modern Korea;Martin;East Asian Langs & Civ;2021 Fall;"[{""days"":""T""}]";12:45pm -  2:45pm;In this course, we will explore key themes in Korean Studies through the lens of landscape. While Pyongyang is commonly imagined as a stage for socialist propaganda, Seoul’s urban space functions as a set for South Korean films and television series. Meanwhile, North Korea has been observed by much of the world through stolen “glimpses” and through powerful technologies of seeing such as the satellite. How are power relations embedded in the organization of space and in differe
TDM  167B;Performing for the Internet;Bruguera;Theater, Dance & Media;2022 Spring;"[{""days"":""T""}]";12:00pm -  2:45pm;TBD
SAS  100R;South Asian Language Tutorials, Introductory Level;Patil;South Asian Studies;2022 Spring;[];-  TBA;"Individualized study of a South Asian language at the introductory level; emphasis on written expression, reading comprehension and oral fluency. Languages recently offered are Elementary Bahasa Indonesia, Elementary Bengali, and Elementary Burmese though others may be approved upon petition to the Director of Undergraduate Studies/Director of Graduate Studies."
PERSIAN  130BR;Advanced Persian II;Ebrahimian;Near Eastern Languages & Civ;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";3:00pm -  4:15pm;This course explores classical and modern Persian literature for literary texts with historical significance and historical texts with literary value. Genres include travelogues, journals, classical and modern poetry, essays, satire, fiction, plays, letters, court documents, film, music, and other audio-visual material. Students are expected to reflect on the weekly readings with one-page response papers in Persian, plus a midterm paper and a final paper. Class is conducted in Persian.
RELIGION 1049;Religion, Values, and the Future of Democracy;Dionne;Religion, The Study of;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;Liberal democracy finds itself under stress and its core values are being challenged by nationalism, authoritarian forms of populism, and a backlash against rising economic inequality. Embedded racism has come under renewed and widespread challenge, and longstanding economic arrangements are under increasing scrutiny in the wake of a deep economic downturn set off by the pandemic. And while G. K. Chesterton had a point when he described the United States as “a nation with the soul of a chu
SOCIOL 1130;Student Leadership and Service in Higher Education;Klemencic;Sociology;2022 Spring;"[{""days"":""W""}]";12:00pm -  2:45pm;This Undergraduate Engaged Scholarship Course specifically targets students in service and leadership roles at Harvard (e.g. student leaders in student organizations, students serving on University committees or as interns in University offices or programs, PAFs, HOCOs, UC members, Crimson, etc.). To these students it offers an opportunity to engage with scholarship from sociology of higher education to better understand and explore student agency in college contexts. Through
OEB  173;Comparative Biomechanics;Biewener;Organismic & Evolutionary Biol;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;An exploration of how animals and plants contend with their physical environment, considering their biomaterial properties, structural form, and mechanical interaction with the environment. Through lectures, seminar discussions, and student presentations based on readings, students are introduced to topics related to biomechanical performance.
ENG-SCI  120;Introduction to the Mechanics of Solids;TBA;Engineering Sciences;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";2:15pm -  3:30pm;A first course in the mechanical sciences which introduces elements of continuum mechanics and explains how materials and structures stretch, bend, twist, shake, buckle, and break. Stress-strain behavior of materials. Statically determinate and indeterminate structures. Stress and strain, equations of motion or equilibrium, strain-displacement relations. Torsion. Beam theory with applications to beam deflections, vibrations, and buckling. Three laboratory sessions required.
MODMDEST  100;The Modern Middle East, Real and Imagined: An Introduction;Zeghal;Near Eastern Languages & Civ;2021 Fall;"[{""days"":""M""}]";3:45pm -  5:45pm;An introduction to Middle Eastern Studies focusing on the modern period (19th and 20th centuries). Lectures will be broadly sequenced according to historical chronology but will be thematically organized. They will provide some historical context for each topic examined, as well as present specific examples through primary sources, visual sources, and numerical data when relevant. This course is designed to give students an overall good grasp of the history of the modern Middle East and of some
ECON 1010B;Intermediate Macroeconomics;Foote;Economics;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";9:00am -  10:15am;Theories and evidence on economic growth and fluctuations. Determination of gross domestic product, investment, consumption, employment, and unemployment. Analysis of interest rates, wage rates, and inflation. Roles of fiscal and monetary policies.
SLAVIC  132;Russia’s Golden Age: Literature, Arts, and Culture;Buckler;Slavic Languages & Literatures;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;Explores major works of imperial Russian culture (1703-1917), including literature, drama, opera, ballet, music, visual arts, and architecture. At the center of this course stand the works themselves, their original historical and cultural contexts, the intentions of their creators, and the responses of their initial audiences. What mythologies of national identity did these works propose and why were they so compelling to their first audiences? In what ways were these works radical: formally, a
EASTD  161;Animated Spirituality: Japanese Religion in Anime, Manga, and Film;Hardacre;East Asian Langs & Civ;2022 Spring;"[{""days"":""M""}]";9:00am -  11:45am;This course addresses the representation of religion in Japanese popular culture, with emphasis on anime, manga, and film. The course examines depictions of religious figures, themes, and human dilemmas in contemporary popular culture as a gateway to understanding the significance of religion in Japanese society and history.
ESE  161;Applied Environmental Toxicology;Sunderland;Environmental Sci & Engineer;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;"This course will examine the theory and practical application of environmental chemistry and toxicology for assessing the behavior, toxicity and human health risks of chemical contaminants in the environment. The goals of the course are to: (a) illustrate how various sub-disciplines in environmental toxicology are integrated to understand the behavior of pollutants; (b) demonstrate how scientific information is applied to inform environmental management decisions and public policy through severa"
JAPAN  BA 001;Elementary Japanese;Kageyama-Hunt;East Asian Langs & Civ;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";9:00am -  10:00am;This course aims to develop a basic foundation in modern Japanese leading to proficiency in the four language skills of speaking, listening, reading and writing. Emphasis is placed on the use of these skills to communicate effectively in authentic contexts of daily life. Mastery of hiragana, katakana, and approximately 86 Kanji (Chinese characters).
MATH  123;Algebra II: Theory of Rings and Fields;Kisin;Mathematics;2022 Spring;"[{""days"":""M""},{""days"":""F""}]";3:00pm -  4:15pm;Rings and modules. Polynomial rings. Field extensions and the basic theorems of Galois theory. Structure theorems for modules.
RELIGION 1572;Sex, Gender and Sexuality I;Hollywood;Religion, The Study of;2022 Spring;"[{""days"":""M""}]";3:00pm -  5:00pm;The course will explore the theoretical articulation of sex, gender, and sexuality in twentieth-century theory, particularly in psychoanalysis, philosophy, and feminist and queer theory. Readings will include texts by Sigmund Freud, Simone de Beauvoir, Jacques Lacan, Michel Foucault, Gayle Rubin, Julia Kristeva, Monique Wittig, Judith Butler, Moira Gatens, and others. Jointly offered in the Divinity School as HDS 2692.
JAPNHIST  120;Japanese Religions in the 20th and 21st Centuries;Hardacre;East Asian Langs & Civ;2022 Spring;"[{""days"":""W""}]";9:00am -  11:45am;An examination of religion and society from the end of the Meiji period (1912) to the present. This course explores the meaning of the modern in Japanese religions, the development of the public sphere and religion's relations with it, religion and nationalism, and the interconnections of religion and social change with materialism, consumerism, pacifism, and spiritualism.
CHNSE  130B 002;Pre-Advanced Modern Chinese;Jia;East Asian Langs & Civ;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:30am;Continuation of Chinese 130a. The aim of this course is to further develop students’ Chinese proficiency in both spoken and written language. By reading texts based on current issues and cultural phenomena and engaging in in-depth class discussions, students will continue to expand their vocabulary, master more complex grammatical structures, and develop an ability to perform tasks involving description, narration, and argumentation at the discourse level.
RELIGION 1581;Black Church Burning;Thomas;Religion, The Study of;2022 Spring;"[{""days"":""T""}]";12:00pm -  2:00pm;Black churches are vital institutions that have contributed to the spiritual and physical survival of African-descended communities in North America.  Nonetheless, the very centrality of black churches to black survival, refuge, development, and flourishing has made them targets for white supremacist and other modalities of violence.  This course compels us to turn our attention to the troubling archive of anti-black religious violence manifested in black church bombings, burnings, and
PHYSICS  113;Electronics for Physicists;Morii;Physics;2022 Spring;"[{""days"":""W""},{""days"":""F""}]";1:30pm -  4:30pm;Introduction to electronics tailored for students studying Physics. The course focuses on skills that are applicable to physics laboratory work, including passive filters, op-amp circuits, and analog-to-digital interfaces. Emphasis is placed on safe and effective use of lab equipment and on the ability to read schematics and realize it quickly. The class will meet twice a week, each meeting starting with a 1-hour lecture followed by a 2-hour lab.
ENG-SCI  155;Systems and Control;Lu;Engineering Sciences;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";12:45pm -  2:00pm;This course and its follow-on course ENG-SCI 156 concern the fundamentals of information systems in the real world. Together they provide a comprehensive foundation in signal processing, systems design and analysis, control, and communications, while also introducing key linear-algebraic concepts in the context of authentic applications. The first course, ENG-SCI 155, focuses on the basic principles of feedback and its use as a tool for inferring and/or altering the dynamics of systems under unc
TIBET  101B;Elementary Classical Tibetan;van der Kuijp;South Asian Studies;2022 Spring;"[{""days"":""W""},{""days"":""F""}]";9:00am -  10:15am;Continuation of Tibetan 101a
ENG-SCI  100HFA;Engineering Design Projects;Keutsch;Engineering Sciences;2021 Fall;"[{""days"":""Th""}]";3:45pm -  5:00pm;Individual engineering design projects which demonstrate mastery of engineering knowledge and techniques. Each student will pursue an appropriate capstone project which involves both engineering design and quantitative analysis. This culminates in a final oral presentation and final report/thesis. Students must complete both parts of this course, fall and spring, in order to receive credit.
MATH  129;Number Fields;Mazur;Mathematics;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;Algebraic number theory: number fields, unique factorization of ideals, finiteness of class group, structure of unit group, Frobenius elements, local fields, ramification, weak approximation, adeles, and ideles.
SCRB  197;Frontiers in Therapeutics;Fishman;Stem Cell & Regenerative Biol;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";9:00am -  10:15am;How realistic are promises to “eliminate” diseases and to “personalize” medicine? This course looks at biological principles underlying therapeutics, ranging from those described first in Egyptian papyri to those under development today (using chemicals, proteins, cells, and genetic manipulations) and based on traditional philosophies and on science. As part of the class, students will have the opportunity to design novel approaches to diseases today without cure.
MCB  100;Experimental Research in Molecular and Cellular Biology;Viel;Molecular & Cellular Biology;2022 Spring;"[{""days"":""M""}]";3:00pm -  5:45pm;A laboratory course that immerses students in a dynamic project-based research environment. Participate in experimental projects directly linked with ongoing faculty research. Students select a project from the following research tracks: neurobiology, microbial sciences, cell biology, and synthetic biology. New projects, including some in other research fields, are offered every term. In a highly collaborative atmosphere, students form a fully-functional and diverse research group based on the s
EDST  122;The History of African American Education;Givens;Education Studies;2021 Fall;"[{""days"":""T""}]";1:30pm -  4:20pm;The history of Black education is more than a story of “separate and unequal” schools, or the controversy between Booker T. Washington and W.E.B. Du Bois. It is more than a history of failure and insufficiency. While the 19th-century Common School Movement emerged as the early foundations of American education, Black people were excluded from this right of citizenship given their position as legally and civically unfree. Despite this exclusion, African Americans (enslaved and otherwi
CHEM  145;Experimental Inorganic Chemistry;Dogutan Kiper;Chemistry & Chemical Biology;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  5:00pm;Chemistry 145 is a laboratory course designed to introduce students to inorganic laboratory synthesis, purification, and characterization techniques. Students will learn proper and safe techniques for handling and storing air, light, water-sensitive compounds, including the use of an inert-atmosphere glovebox and a Schlenk line. Synthesized compounds will be analyzed by various methods including infrared (IR), Electron Paramagnetic Resonance (EPR), paramagnetic and Nuclear Magnetic Resonance (NM
MATH  156;Mathematical Foundations of Statistical Software;Bamberg (he);Mathematics;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;Presents the probability theory and statistical principles which underly the tools that are built into the open-source programming language R. Each class presents the theory behind a statistical tool, then shows how the implementation of that tool in R can be used to analyze real-world data. The emphasis is on modern bootstrapping and resampling techniques, which rely on computational power. Topics include discrete and continuous probability distributions, permutation tests, the central limit th
HIND-URD  105R 001;Topics in Hindi-Urdu Literature;Asani;South Asian Studies;2022 Spring;[];-  TBA;Individual reading course. A course for students with native or near-native proficiency with readings in a variety of genres from Hindi and/or Urdu literature based on student interest.
ANE  120B;Introduction to the Hebrew Bible/Old Testament 2: Latter Prophets and Writings;Teeter;Near Eastern Languages & Civ;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;A critical introduction to the literature and theology of the Hebrew Bible, considered in light of the historical contexts of its formation and the interpretive contexts of its reception within Judaism and Christianity. The course, the second part of a divisible, year-long sequence, will focus on the Latter Prophets and the Writings.
GREEK  187;Greek Palaeography;Riehle;Classics, The;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;Do you want to learn how to read the Greek classics from the manuscripts in which they survive?This course offers an introduction to late antique and medieval Greek book culture and handwriting. On the basis of selected manuscripts of a variety of texts (for example, the Homeric epics, Plato’s dialogues, classical tragedies and the Bible), we will trace the main lines of development of Greek script from the majuscule (uncial) of the earliest codices to the minuscule of Byzantine manuscript
HIND-URD  104;The Classical Urdu Ghazal and Its Symbolism: Seminar;Kovacs;South Asian Studies;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";3:00pm -  4:15pm;A survey of the popular literary genre with a focus on the classical period. Includes close readings of selected poems of Vali Dakkani, Siraj Aurangabadi, Mir Taqi Mir, Mir Dard, Haidar Ali Atish, Mirza Ghalib, and others, along with discussions of the conventions, stylistics, and the religious and mystical symbolism of the ghazal. A high degree of reading and writing proficiency in Urdu is required. Assignments include weekly responses in Urdu and a final paper. Students who possess a similar d
TAM  102A;Intermediate Tamil;Ripley;South Asian Studies;2021 Fall;"[{""days"":""F""}]";12:00pm -  2:45pm;A continuation of TAM 101A and TAM 101B, this course is focused on consolidating students’ grasp of fundamental grammatical structures, as well as expanding their Tamil reading, writing, and speaking skills. Students actively engage with a variety of textual and audiovisual materials and conduct regular class presentations in Tamil. After taking the TAM 102 series, students will be able to understand Tamil materials of increasing complexity and be able to communicate with greater ease.
GERMAN  180;Bargaining with the Devil: the Faust Legend;Hamilton;Germanic Languages & Lit;2022 Spring;"[{""days"":""W""}]";12:45pm -  2:45pm;Seduction and transgression, forbidden knowledge and the insatiable lust for learning, the limits of cognition, human will, and the problem of evil – these are the central themes that circulate through the legend of Faust, who is said to have exchanged his immortal soul for infinite wisdom and power. The seminar examines the elaboration and complication of this legend across the centuries and its formative role in the development of European literature and philosophy. In addition to studyi
AFVS  189G;The Frankfurt School on Mass Media and Mass Culture;Rentschler;Art, Film, and Visual Studies;2021 Fall;"[{""days"":""T""}]";12:45pm -  2:45pm;"This seminar considers the Frankfurt School's deliberations on film, radio, television, and mass culture. We will devote the majority of the course to three seminal figures: Siegfried Kracauer, Walter Benjamin, and T. W. Adorno. More generally, we will focus on the debates catalyzed by the emergence of modern mass media and an industrialized visual culture; we will also reflect on the pertinence of these debates for our own contemporary culture of media convergence."
STAT  139;Linear Models;Rader;Statistics;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;An in-depth introduction to statistical methods with linear models and related methods. Topics include group comparisons (t-based methods, non-parametric methods, bootstrapping, analysis of variance), linear regression models and their extensions (ordinary least squares, ridge, LASSO, weighted least squares, multi-level models), model checking and refinement, model selection, cross-validation. The probabilistic basis of all methods will be emphasized.
GOV 1074;Political Thought of the American Founding;Nelson;Government;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";10:30am -  11:45am;"John Adams observed that the American Revolution took place, not on the battlefield, but rather ""in the minds of the people...before a drop of blood was shed at Lexington."" This course will examine the political debates leading to American independence, and, later to the ratification of the Federal Constitution. Famous works of the period, such as Paine's Common Sense and The Federalist, will be placed in the wider context of American political writing from 1763 to 1789."
RELIGION 1543;Nineteenth Century Religious Thought: Theology and the Critique of Religion;Lamberth;Religion, The Study of;2021 Fall;"[{""days"":""W""}]";9:45am -  11:45am;The nineteenth century formulated many of the questions and frameworks that continue to dominate theology and religious reflection in the West. This course considers the developing interplay between modern Christian theology (primarily continental) and the principal philosophical and social critiques of religion in the nineteenth century. Topics include human nature, religion, the divine-human relationship, religious knowledge, the social, and historicity. Readings from Lessing, Kant, Schleierma
CHNSE  130B 001;Pre-Advanced Modern Chinese;Jia;East Asian Langs & Civ;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  10:00am;Continuation of Chinese 130a. The aim of this course is to further develop students’ Chinese proficiency in both spoken and written language. By reading texts based on current issues and cultural phenomena and engaging in in-depth class discussions, students will continue to expand their vocabulary, master more complex grammatical structures, and develop an ability to perform tasks involving description, narration, and argumentation at the discourse level.
HIST 1520;Colonial Latin America;Herzog;History;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";10:30am -  11:45am;This course is an introductory survey of colonial Latin American history, spanning the sixteenth to the early nineteenth century. Organized chronologically and thematically, it will examine developments in Spanish and Portuguese America by reading both secondary and primary sources (available in English translation).
HAA  156V;Hieronymus Bosch;Koerner;History of Art & Architecture;2022 Spring;"[{""days"":""Th""}]";3:00pm -  5:45pm;"Considers the deeply enigmatic art of Hieronymus Bosch in its entire range, and in relation to earlier and later European painting. Concerned to imagine, vilify, and (sometimes) identify with ""the enemy,"" whoever or whatever that foe may be, Bosch's creations take us to the shadowy core of Renaissance art. The course also explores the strategies, techniques, and limits of art historical analysis."
SOCIOL 1112;Men, Women, and Work;Brinton;Sociology;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;Why do men and women tend to cluster into different occupations? Why do they earn different wages? Is there a certain path that all countries follow as they become more economically prosperous, or do issues concerning men's and women's work differ dramatically across countries because of cultural reasons? This course provides an overview of key issues and perspectives in the study of men, women, and work in contemporary society.
CHNSE  106B;Introduction to Literary Chinese;Sena;East Asian Langs & Civ;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";9:00am -  10:15am;Introduction to pre-Qin philosophical texts.
PHIL  187;Aesthetics;Matherne;Philosophy;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;What is aesthetic experience and why should we care about it? What difference does it make in our lives? In this course, we will explore answers to these questions offered by historical and contemporary figures in philosophy. Key themes will include the relation between art and emotion, taste, beauty, style, aesthetic ideals, and aesthetic virtues.
MATH  137;Algebraic Geometry;Gundlach;Mathematics;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";12:00pm -  1:15pm;Affine and projective spaces, plane curves, Bezout's theorem, singularities and genus of a plane curve, Riemann-Roch theorem.
SCRB  175;Glucose: From Molecule to Society;Lee;Stem Cell & Regenerative Biol;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";10:30am -  11:45am;We will explore the biochemistry, cell biology, and physiology that make glucose our main source of energy. How did humans depend on and crave this molecule? What consequences does it hold for normal metabolism and disease? Students will integrate evolution, endocrinology, biostatistics, bioengineering, and regenerative biology approaches in considering sugar and all its consequences. Finally, we will evaluate legal and business issues necessary to move scientific and technical innovations from
SCRB  155;Epigenetics and Gene Regulation of Human Development and Disease;Buenrostro;Stem Cell & Regenerative Biol;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";3:00pm -  4:15pm;Are we destined to be our parents? In this course we will study topics in epigenetics and gene regulation to challenge some of Mendel’s ideas on genetic inheritance. To do this, we will learn about the biochemical processes that control the expression of genes as cells change across human development, aging and disease. Together with genetics, we’ll use science to discuss whether “nature or nurture” defines who we are. Finally, the human genome is huge, employing diverse
SANSKRIT  101A;Elementary Sanskrit;Hawley;South Asian Studies;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";9:00am -  10:15am;Students learn fundamental skills in classical Sanskrit, the language that was, for many hundreds of years, the most prestigious and broadly-deployed medium of intellectual and literary expression across South Asia. In the first year of study, students develop capabilities in analytical reading (and, secondarily, in writing, speaking, and listening) that will enable them to interpret Sanskrit texts on a foundational level. Participation in this course lays a solid groundwork for students to enga
ARABIC  AB 002;Elementary Arabic II;Cozzens;Near Eastern Languages & Civ;2022 Spring;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""},{""days"":""F""}]";10:30am -  11:30am;Introduces students to the phonology and script of classical/modern standard Arabic and covers the basic morphology and syntax of the written language. Emphasis on the development of the four skills (reading, speaking, listening, and writing). Samples of modern (contemporary) and classical styles of writing introduced into basic syllabus, and audio-visual material from the contemporary Arabic media. Required textbooks: (1) Alif Baa (with multimedia), 2nd edition. (2) Al-Kitaab fii
JEWISHST  148;How Jews Read (and Write);Stern;Near Eastern Languages & Civ;2021 Fall;"[{""days"":""M""}]";12:00pm -  2:45pm;No activity is more closely associated with Jews than the practice of reading, and no text has been read by Jews more intensively and in more different ways than the Bible.   This course will explore the history of Jewish Biblical interpretation from antiquity, beginning with Philo of Alexandria’s allegorical commentaries, to the early modern period, culminating in Spinoza’s Tractatus Theologico-Politicus.   And because the practice of reading is intimately connec
SOCIOL 1104;Sociology of Higher Education;Klemencic;Sociology;2021 Fall;"[{""days"":""W""}]";9:45am -  11:45am;This undergraduate seminar explores modern higher education systems, institutions and student experiences of higher education through sociological lenses. We read the seminal works and concepts from the seven domains of inquiry in sociology of higher education: college impact, study of inequalities, universities and colleges as organizations, academic profession, higher education politics, higher education culture and student agency and impact in higher education. We analyze some of the major qu
AFVS  162S;This is a show tune, but the show hasn't been written for it yet.;--;Art, Film, and Visual Studies;2022 Spring;"[{""days"":""Th""}]";3:00pm -  5:45pm;"This course is a sound studio/workshop exploring the way sound communicates narrative, examining the way sound aids narrative in drama and beyond as well instances where artists and musicians have created music for imagined dramas or conceptualized a song or album as a drama, which is what Nina Simone is describing in the line from the song ""Mississippi Goddam"" from which the course title is derived. Students will listen to Orson Welles' 1938 radio drama ""The War of the Worlds"
APMTH  101;Statistical Inference for Scientists and Engineers;Paten;Applied Mathematics;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";12:45pm -  2:00pm;"Introductory statistical methods for students in the applied sciences and engineering. Random variables and probability distributions; the concept of random sampling, including random samples, statistics, and sampling distributions; the Central Limit Theorem; parameter estimation; confidence intervals; hypothesis testing; simple linear regression; and multiple linear regression. Introduction to more advanced techniques as time permits."
LIFESCI  100;Experimental Research in the Life Sciences;Viel;Molecular & Cellular Biology;2021 Fall;"[{""days"":""Th""}]";3:00pm -  5:45pm;A laboratory course that immerses students in a dynamic project-based research environment. Participate in experimental projects directly linked with ongoing faculty research. Students select a project from the following research tracks: neurobiology, microbial sciences, cell biology, and synthetic biology. New projects, including some in other research fields, are offered every term. In a highly collaborative atmosphere, students form a fully-functional and diverse research group based on the s
GOV 1188;Identities, State Building, and Political Change in Eurasia (with a focus on Caucasia);TBA;Government;2022 Spring;"[{""days"":""F""}]";12:00pm -  2:45pm;Caucasia has in the past constantly changed its identity and geography. It inhabits an isthmus between the Black and Caspian Seas and is dominated by the Great Caucasus mountain range. On the periphery of competing empires, and straddling important trade routes, the region has always been geopolitically significant. Divided between the North Caucasus (part of the Russian Federation) and the South Caucasus (Georgia, Armenia and Azerbaijan), over the last 30 years, the new states in the region hav
THI  101B;Introductory Thai II;Delacy;South Asian Studies;2022 Spring;[];-  TBA;Continuation of Thai 101a.
TDM  112R;Advanced Acting: Contemporary Texts;Stern;Theater, Dance & Media;2022 Spring;"[{""days"":""T""}]";12:00pm -  2:45pm;Using contemporary text from TV, film, and theater, this course introduces advanced acting techniques through scene and monologue work. Core components of the class include the idea of “simply working from yourself” and action-based acting, which explores how one person is trying to change/affect another person in a scene or monologue. In addition, students will learn how to read a scene or monologue to figure out what your character might want from that situation, audition technique
ESE  133;Atmospheric Chemistry;Jacob;Environmental Sci & Engineer;2022 Spring;"[{""days"":""W""},{""days"":""F""}]";1:30pm -  2:45pm;Physical and chemical processes determining the composition of the atmosphere and its implications for climate, ecosystems, and human welfare. Construction of atmospheric composition models. Atmospheric transport. Nitrogen, oxygen, and carbon cycles. Climate forcing by greenhouse gases and aerosols. Stratospheric ozone. Oxidizing power of the atmosphere. Surface air pollution: aerosols and ozone. Deposition to ecosystems: acid rain, nitrogen, mercury.
RELIGION 1760;Animal Ethics: Buddhist Resources for a Post-Human World;Gyatso;Religion, The Study of;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;This course is coming out of a Buddhist ethics of effective compassion. It is aimed at the global horrors of contemporary animal life.  Its aspiration is to contribute to what some of us are envisioning as a posthuman world.  Its presumption is that by deepening and diversifying our sensibilities to animal lives and worlds we will become committed to making changes, and better equipped to know how to do so in light of the entire animal world, rather than in a human-centric manner. The
PSY 1531;Inequality and Intergroup Relations;Perry;Psychology;2021 Fall;"[{""days"":""W""}]";12:00pm -  2:00pm;What happens in the shift from a self-identity to a collective identity? In this course we will discuss the psychological processes that affect how thinking in terms of “us and them” gives rise to and perpetuates systems of power and inequality in our society, with special focus on current events and social movements (e.g., Black Lives Matter). We will take an interdisciplinary approach to studying these topics, drawing from literature in psychology, sociology, and political science.
AFVS  137P;Political Action as Art: A Survey of Artistic Activism (Studio Course);Romero;Art, Film, and Visual Studies;2021 Fall;"[{""days"":""T""}]";1:30pm -  5:45pm;"""As political artists with real-world political goals, we need to engage with government systems. That's legislative art."" - Why Artists by Laurie Jo Reynolds and Stephen F. Eisenman“...the search for justice is a long durational performance.” - Artivists (Artist-Activists), or, What’s to Be Done? by Diana TaylorPolitical Action as Art examines the work of contemporary Artist-Activists, with attention paid to the deployment of creative tactics in response to a wid"
