course_id;course_name;professor;department;semester;days;time;description
GENED 1177;Language in Culture and Society;Harkness;General Education;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";12:00pm -  1:15pm;"How are language, culture, and society related? The relation is complicated rather than simple, problematic rather than straightforward. To begin to explore this question, we discuss key theoretical issues and illuminating examples that begin to sketch out an approach to linking language, culture, and society. Specifically, we consider the following problems: How is language use a kind of social action? (It is something we do; it has social effects.) How does language organize and provide access"
MCB  65;Physical Biochemistry: Understanding Macromolecular Machines;Brewster;Molecular & Cellular Biology;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";10:30am -  11:45am;The course aims to develop fundamental concepts of biochemistry as they apply to macromolecules, including protein and nucleic acid structure, thermodynamics and kinetics, ligand interactions and chemical equilibria. The course will also emphasize how these concepts are used in studies of the structure and function of biological molecules, including examples from metabolism. The course will consist of synchronous, interactive lectures and a weekly synchronous section. In section, students w
TIBET  91R;Supervised Reading and Research;van der Kuijp;South Asian Studies;2022 Spring;[];-  TBA;Supervised reading of texts in Tibetan not covered by regular courses of instruction.
FOLKMYTH  98A;History and Theory of Folklore and Mythology;Mitchell;Folklore & Mythology;2021 Fall;[];-  TBA;Examines the development of folklore and mythology as fields of study, with particular attention to the methodological approaches suited to their areas of enquiry. Considers the study of folklore and mythology in the 19th and early 20th centuries, but focuses especially on theoretical contributions to the study of folklore, mythology, and oral literature in recent decades.
FOLKMYTH  97;Fieldwork and Ethnography in Folklore;Brower;Folklore & Mythology;2022 Spring;[];-  TBA;This tutorial introduces students to the study of cultural traditions, beliefs, and artistic expressions—their performance, collection, representation and interpretation—through the practice of ethnography. Both ethnographic and theoretical readings serve as the material for class discussion and the foundation for ethnographic fieldwork.At once a crash course in ethnographic theory and ethics, and a practicum in qualitative methods, FM97 weds scholarly inquiry and academic study
RELIGION  97;Tutorial - Sophomore Year;Lamberth;Religion, The Study of;2022 Spring;"[{""days"":""F""}]";12:00pm -  2:45pm;The course introduces students to theories and methods in the academic study of religion, including significant themes and arguments that have defined the field over time.  Students will examine some key works that helped to shape the discipline as it emerged in the nineteenth and twentieth centuries, and also consider recent work drawing on various disciplines that scholars have used in the study of religion, including philosophy, psychology, sociology, anthropology, and history. The cours
PSY  980HU;Psychology of Humor;Hooley;Psychology;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";9:45am -  11:45am;This is an intensive, half-term seminar that runs during the first 7 weeks of the semester (from September 1 - October 15). What makes some jokes funny but others dull?  Why does the act of laughing feel good? From an evolutionary perspective, if seeking food, finding mates, and detecting predators served a clear purpose, what could be gained by mirthful laughter? What benefits could justify the energy cost of laughing?  The answers to these questions are deeply rooted in ancient neuro
PHIL  99;Tutorial - Senior Year;Chen;Philosophy;2021 Fall;[];-  TBA;Students writing a senior thesis in philosophy enroll in PHIL 99.
SOCIOL  90I;Research Lab: Immigration;Muse-Orlinoff;Sociology;2021 Fall;"[{""days"":""T""}]";12:00pm -  2:00pm;What does it mean to be a “good” immigrant? Is current media attention on immigration perpetuating an image of “deserving” and “undeserving” immigrants? How is coverage of immigrants’ race, gender and sexuality, and human capital evolving in the current political context? And what implications for immigrant integration – the two-way process by which immigrants and their communities of settlement interact and adjust to one another – might be e
FRENCH  40 001;Advanced French I: The Contemporary Francophone World Through Cinema;Brisson;Romance Languages & Lit;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;In this advanced French language and culture course, you will explore francophone culture(s) through contemporary films. The course is designed to strengthen language proficiency, explore different registers of language, and further refine your grammatical understanding while offering an introduction to film analysis. You will engage in interactive communicative activities exploring themes such as regional differences, Paris and the banlieue, immigration, post-colonialism, cinematic self-portrai
HISTSCI  98;Tutorial - Junior Year;Csiszar;History of Science;2022 Spring;[];-  TBA;This one-semester junior tutorial is a research-oriented tutorial taken in small groups. Focuses on enhancing research and writing skills through the completion of a directed research paper on subject matter of the student's interest. Must be taken during the fall semester (with possible exceptions for students not in residence).
HIST-LIT  90DZ;Too Soon? Comedy in Europe’s Tragic Twentieth Century;Brackney;History & Literature;2022 Spring;"[{""days"":""W""}]";3:00pm -  5:00pm;In the first half the twentieth century, Europe was the site of two wars that depleted the world's population, dislocated millions, and stripped once diverse regions of the continent of their minority populations. Later, even as Europe managed to rebuild, progress occurred under the shadow of two hegemonic superpowers in possession of weapons capable of incinerating not just both sides of the Iron Curtain but the entire planet. In a 1966 profile of Bertolt Brecht for The New Yorker, Hannah A
TDM  97;Foundational Concepts in Theater, Dance & Media;Levine;Theater, Dance & Media;2022 Spring;"[{""days"":""W""}]";3:00pm -  5:45pm;This course will introduce students to the fundamental issues in and methods of theatre and dance studies. We will engage a number of plays, essays, videos, and live performances to explore the potential of expressive forms, and ask, what can be experienced and known through performance and performing? In doing so, we will address key questions:What constitutes a theatrical event?  What are its component parts?  What is the relationship between written dramas, scripts, scores
ECON  990B;Tutorial - Senior Year;Baranga;Economics;2021 Fall;[];-  TBA;For students writing a senior thesis out of sequence. Part two of a two part series.
GENED 1105;Can We Know Our Past?;Flad;General Education;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";10:30am -  11:45am;What happened in the past? How do you know? Even though today we take great pains to document every major event that occurs, more than 99% of human history is not written down. How, then, can we determine with any certainty what people did, let alone thought about, hundreds, thousands, and even millions of years ago? This course addresses these and other fundamental questions: Can we ever really know what happened in the past? If the past is “dead and gone,” how do we know what we (t
SPANSH  89;Discussing the Spanish Civil War;Aguirre-Oteiza;Romance Languages & Lit;2021 Fall;"[{""days"":""Th""}]";12:00pm -  2:00pm;"Examines the Spanish Civil War (1936-39) as a key event for understanding the ""causes"" that have shaped 20th- and 21st-century Spanish culture and society within the context of recent Western history. Focus on the relation between memory, history, and representation in cultural works ranging from the years prior to the conflict up to the present (narrative, poetry, testimonies, memoirs, film, visual arts, etc.)."
EXPOS  20 257;Expository Writing 20;Becker;Expository Writing;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
EXPOS  20 262;Expository Writing 20;TBA;Expository Writing;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";9:00am -  10:15am;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
FRSEMR  40K;America's $4 Trillion Challenge: Boosting Health Care Productivity and Broadening Access;Garber;Freshman Seminars;2022 Spring;"[{""days"":""W""}]";3:45pm -  5:45pm;"""Why does health care cost so much?"" Policymakers, employers, and the public share deep frustration at high health expenditures, which are blamed for rising federal deficits, the declining competitiveness of US businesses, and the risk of financial ruin for individuals unfortunate enough to suffer a costly illness or injury. Unless health expenditures can be controlled, universal access to care is likely to remain an unattainable goal in the United States. In this seminar, we will expl"
FRSEMR  31J;Skepticism and Knowledge;Elgin;Freshman Seminars;2021 Fall;"[{""days"":""T""}]";3:00pm -  5:00pm;"What can we know; how can we know it? Can I know that I am not a brain in a vat being manipulated into thinking that I have a body? Can I know that Lincoln was assassinated, that electrons have negative charge, that Hamlet is a masterpiece, that the sun will rise tomorrow? This seminar will study skeptical arguments and responses to them to explore the nature and scope of knowledge."
GOV  94EM;Crime, responsibility, and the law;Katsh;Government;2022 Spring;"[{""days"":""T""}]";12:45pm -  2:45pm;One of the central questions of any political system is how to respond to those who violate the legally enforced norms of behavior that make up the criminal law. In this seminar, we will consider the philosophical justifications that have been given for the operation of the criminal justice system and, in particular, for the practice of punishing offenders. We will focus on the contrasting ideologies of retributivism and consequentialism and how those systems address moral principles such as res
GOV  94RC;Race in Comparative Perspective;Rhodes;Government;2021 Fall;"[{""days"":""M""}]";12:45pm -  2:45pm;"The predominant western conception of race is a relatively recent idea formed in the context of European imperialism, trade, exploration and slave trading and developed by many of the most important Enlightenment figures of the 17th and 18th centuries. This course explores various analogues to “race” that developed in other civilizations; focuses on the context and thinkers that were key to the European development of race and racism in the modern era; and examines the"
GOV  94NW;The Politics of Nuclear Weapons;Rosen;Government;2021 Fall;"[{""days"":""T""}]";12:00pm -  2:45pm;Is the theory of nuclear deterrence wrong? Nuclear weapons and the political behavior associated with them are very complex, with large variations over time and space, and these variations may have significant consequences. This course is designed to give the interested student an introduction to the physical reality of nuclear weapons and the history of their use.
ASTRON  98;Research Tutorial in Astrophysics;Goodman;Astronomy;2021 Fall;"[{""days"":""W""}]";6:00pm -  8:00pm;This junior tutorial introduces students to research at the forefront of astrophysics, through individual research projects guided by  astronomers at the Center for Astrophysics.  Students meet weekly for a discussion of reading materials provided by a guest speaker, and to provide updates on their individual research projects. The course culminates in a written report and an oral presentation (open to all scientists at the CfA).
GENED 1074;The Ancient Greek Hero;Nagy;General Education;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;How to face death? Concentrating on this central human question, we will explore some of the greatest works of ancient Greek literature (in English translation). For the Greeks, a special way to address the problem of death was to think long and hard about what they called heroes in their myths. Our purpose in this course is to extend that kind of thinking to the present. Assignments invite you to engage in personal reflections on the meaning of
EXPOS  40 010;Public Speaking Practicum;Nishri;Expository Writing;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";12:00pm -  2:00pm;Expos 40 is an elective within the Writing Program, and focuses on developing and strengthening the skills necessary for successful public speaking. Students learn strategies for impromptu speaking, preparing and delivering presentations, formulating and organizing persuasive arguments, cultivating critical thinking, engaging with an audience, using the voice and body, and building confidence in oral expression.Admission is by application only. See any of the Canvas sites for a link to the onlin
AMHARIC  AB;Elementary Amharic;Mugane;African & African Amer Studies;2022 Spring;[];-  TBA;A study of Amharic the statutory national language and major lingua franca of Ethiopia at the Elementary level (First year part 2). Contact hours supplemented by language digital resources. Emphasis on written expression, reading comprehension, and oral fluency. Students are strongly encouraged to take both parts of the course within the same academic year. The curriculum builds throughout the year.This course is offered only in the Spring.
PHIL  40;Introduction to the Power and Limits of Logic;Richard;Philosophy;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";10:30am -  11:45am;"An introduction to formal logic and its uses in philosophy and elsewhere.  Topics include: sentence and predicate logic; using logic to represent natural language; demonstrating arguments to be valid / invalid; elementary results about logic’s scope and limits, such as completeness and undecidability for first order logic.  The course is intended to serve as a first introduction to logic and to prepare students for the department’s logic offerings at the 100-level."
PERSIAN  AB;Elementary Persian II;Ebrahimian;Near Eastern Languages & Civ;2022 Spring;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""},{""days"":""F""}]";9:00am -  10:00am;Introduction to the grammar of modern literary and spoken Persian. Selected readings from contemporary and classical Persian literature. This is an indivisible course. Students must complete both terms of this course (parts A and B) within the same academic year in order to receive credit.
PHYSICS  90R;Supervised Research;Morin;Physics;2022 Spring;[];-  TBA;Primarily for selected concentrators in Physics, or in Chemistry and Physics, who have obtained honor grades in Physics 15 and a number of intermediate-level courses. The student must be accepted by some member of the faculty doing research in the student's field of interest. The form of the research depends on the student's interest and experience, the nature of the particular field of physics, and facilities and support available. Students wishing to write a senior thesis can do so by arrangin
PSY  991A;Senior Tutorial: Honors Thesis in Psychology;Coombs;Psychology;2022 Spring;[];-  TBA;Individual supervised thesis research supplemented with occasional group meetings to discuss major aspects of the thesis process (e.g., organizing, conducting, and presenting research). Part one of a two part series. For partial-year credit, prospectus meeting required, as well as a paper for students who divide the course at mid-year. For full-year credit, submission of thesis required. Graded SAT/UNSAT.
GENED 1081;The Celts: People or Construct?;McKenna;General Education;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;We are exposed every day to terms referring to ethnic groups, and we tend to accept these terms uncritically, assuming that we know what they mean and to whom they refer. These labels help to shape our sense of ourselves, of others, and of ourselves in relation to others. Yet the ethnic identities associated with such terms are in fact ambiguous and malleable, constructed of a shifting array of elements, including genetics, shared history, language, religion, economy, political institutions, mus
EXPOS  20 210;Expository Writing 20;Cole;Expository Writing;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
SCAND  97;Tutorial - Sophomore Year;Broome;Germanic Languages & Lit;2021 Fall;[];-  TBA;Group or individual tutorial designed to supplement course work and acquaint students with appropriate analytical methods.
MBB  980V;Connectomics: The Functional and Structural Wiring of the Human Brain;Nickerson;Mind, Brain & Behavior;2022 Spring;"[{""days"":""T""}]";3:00pm -  5:00pm;The last decade has seen a revolution in mapping the human brain “connectome” of functional and structural wiring patterns that generate our emotions, thoughts, and behaviors. In this course, we will learn the basics of the magnetic resonance imaging (MRI) methods used for connectomics research - functional and diffusion MRI. Key methodological and interpretational issues for each technique will be examined to gain a deeper understanding of MRI measures of connectivity. We will discu
ENGLISH  90B;James / Baldwin;McCarthy;English;2022 Spring;"[{""days"":""M""}]";9:45am -  11:45am;"At first glance Henry James and James Baldwin may seem worlds apart. Yet these two enormously influential writers share much in common. Both are New Yorkers; both spent a good deal of their lives as expatriates; both are celebrated for their queerness, a feature of their style as much as their sexuality. Both were serious, moralizing, and passionate observers of the ""American Scene""; both writers are deeply committed to investigating and exploring the privacy of consciousness and the c"
HIST  13C;St. Louis from Lewis and Clark to Michael Brown;Johnson;History;2022 Spring;"[{""days"":""W""}]";12:45pm -  2:45pm;"St. Louis was the epicenter of American empire in the nineteenth century: the point of embarkation for Lewis and Clark; the military headquarters for U.S. Indian wars.   It was likewise central to the history of slavery: from the Missouri Compromise to Dred Scott.  The city’s intertwining of the history of empire and race continued through the twentieth century in its prominent role in the defense industry as well as the history of segregation, urban “redevelopment,&rd"
INDSTUDY  1 005;Independent Study;Hawkins;No Department;2021 Fall;[];-  TBA;Independent Study is designed to provide credit for field research, academic study not available in regular course work, or practice or performance in the arts. What distinguishes a suitable project is the application of analytical skills to the object of Independent Study.  Any sophomore, junior, or senior whose previous record is satisfactory may petition to undertake Independent Study for non-letter-graded credit.  Students may access the petition for Independent Study on the Office
SPANSH  10 001;Beginning Spanish I;Parra-Velasco;Romance Languages & Lit;2021 Fall;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""}]";9:00am -  10:15am;Spanish 10 is the first course in the Beginning Spanish sequence (SPAN 10-SPAN 11). This course is designed for students with little or no previous experience in Spanish. Through interactions with peers, instructors, and native Spanish-speakers around the world, students in this class discuss and analyze authentic multimodal texts (e.g., written, audio, audiovisual, visual) from various sources (e.g., social media, newspapers, museums). Through these interactions and ana
CHNSE  BX 002;Elementary Chinese for Advanced Beginners;Ying;East Asian Langs & Civ;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:30am;For students with significant listening and speaking background. Introductory Modern Chinese language course, with emphasis on reading and writing. Covers in one term the equivalent of Chinese Ba and Bb.
EXPOS  20 244;Expository Writing 20;Zaitseva;Expository Writing;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
FRENCH  10 003;Beginning French I: Cross-Cultural Encounters in French;Mills;Romance Languages & Lit;2021 Fall;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""}]";1:30pm -  2:45pm;This beginning French course addresses the theme of cross-cultural encounters in French through engagement in the discussion and interpretation of texts, art, images, and film. You will gain an introduction to the French language with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. You will engage in interactive communicative activities that provide rich exposure to the French language and francophone culture(s). Class sessions
ENGLISH  97;Sophomore Tutorial: Literary Methods;Blum;English;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;This course, taught in small groups and required for concentrators, introduces theories, interpretive frameworks, and central questions about literature and literary media. What do we do when we read? What is an author? What do we mean by “literature” itself? How might we compare and evaluate interpretations? How do the historical, social, cultural, and legal frameworks around a text shape its meanings and its effects? Combining major critical and theoretical writings with primary wo
ENG-SCI  91HFR;Humanitarian Design Projects;Lombardo;Engineering Sciences;2022 Spring;"[{""days"":""T""}]";5:15pm -  6:30pm;Multi-year long team projects that provide an engineering experience working with partner communities on real-world problems. Projects provide exposure to problem definition, quantitative analysis, modeling, generation of creative solutions utilizing appropriate technology, engineering design trade-offs, and documentation/communication skills. These projects will be implemented with our project partners after the appropriate design and approvals have been obtained.
FRENCH  50;Advanced French II: Écrivons droit(s)/ Writing Right(s): Justice, Equity, Rights, and Writing;Turman;Romance Languages & Lit;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;Through the lens of social justice issues in France and the Francophone world, this class will focus on writing as a means of civic engagement. You will interrogate topics such as colonialism, islamophobia, immigration, and sexism by studying a range of creative, analytical, and polemical texts, images, and film. This course builds on the communicative competence acquired in French 40, with a particular emphasis on developing your writing proficiency through creative and analytical writing proje
NEC  91R 004;Supervised Reading and Research;Manuelian;Near Eastern Languages & Civ;2022 Spring;[];-  TBA;Tutorial supervision of research in subjects not treated in regular courses.
FRENCH  30 001;Upper level French : Current Events and Media in the Francophone World;Brisson;Romance Languages & Lit;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;In this advanced intermediate course, you will explore current events in French-speaking countries through a variety of media. Engaging in interactive communicative activities, you will cover topics associated with politics, art, sports, literature, and scandal. From the written press to social media, you will interpret and analyze authentic texts, including newspaper articles, music, images, film, and advertisements. You will also refine your speaking skills through class discussion as well as
FRENCH  11 002;Beginning French II: Paris in Virtual Reality;Mills;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";10:30am -  11:45am;This second course in the Beginning French sequence will immerse you in the French language and Parisian life. You will discuss what it means to be Parisian from the point of view of diverse Parisians and compare real versus imagined perceptions of Paris through immersive virtual reality experiences and interactive discussions with native French speakers. Through the exploration of various course themes centered around Parisian culture, you will begin to be able to speak and write in the past, p
PORTUG  10S;Beginning Portuguese for Spanish Speakers: Português Beyond Portuñol;Soares;Romance Languages & Lit;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";12:00pm -  1:15pm;Designed specifically for students with a sound knowledge of Spanish. This course presents linguistic and cultural structures necessary for basic communication, emphasizing the features of Portuguese most challenging for Spanish Speakers: pronunciation, idioms, and grammatical structures peculiar to Brazilian Portuguese. Over the course of the semester, students learn to express themselves effectively using their Brazilian voice, distinct from their Spanish voice. Students experience contextuali
MATH  18A;Multivariable Calculus for Social Sciences;Wood;Mathematics;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";9:00am -  10:15am;"Focus on concepts and techniques of multivariable calculus most useful to those studying the social sciences, particularly economics: functions of several variables; partial derivatives; linear appproximation; multiple integrals; directional derivatives and the gradient; constrained and unconstrained optimization, including the method of Lagrange multipliers.  Covers topics from Mathematics 21a most useful to social sciences."
FOLKMYTH  98B;Tutorial - Junior Year;Brower;Folklore & Mythology;2022 Spring;[];-  TBA;
SOC-STD  98LF;Globalization and the Nation State;Prevelakis;Social Studies;2021 Fall;"[{""days"":""W""}]";3:00pm -  5:00pm;Despite globalization, the nation is still a major actor in today's world. This course tries to understand why this is so by examining the role that nationalism plays in peoples’ identities and the effects of globalization on nations and nation-states. It includes theoretical texts, but also case studies from the recent pandemic, the rise of populism and authoritarianism, the challenges of supranational entities such as the European Union, and the urgency of global issues such as clima
MCB  99A;Laboratory Research for Honors Thesis;Mao;Molecular & Cellular Biology;2021 Fall;[];-  TBA;For honors candidates writing a thesis in Molecular and Cellular Biology. Students must complete both terms of this course (parts A and B) within the same academic year in order to receive credit.
TDM  91R;Supervised Reading and Research;TBA;Theater, Dance & Media;2022 Spring;[];-  TBA;"Theater, Dance & Media concentrators (and others with special permission) may arrange individually supervised reading and research courses; the permission of the Director of Studies is required for these courses."
EXPOS  20 205;Expository Writing 20;Brown;Expository Writing;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
HIST  12Y;Capitalism, Crime, and Punishment in American History;Bekemeyer;History;2021 Fall;"[{""days"":""T""}]";3:00pm -  5:00pm;This course explores how capitalism and the criminal justice system have shaped each other throughout U.S. history, since the mid-nineteenth century. You will investigate how social conflicts along lines of race, class, and labor fostered new notions of crime and criminality and fueled the development of police, court, and prison institutions—the carceral state—to control those marked as criminal. You will also examine the political economy of carceral institutions, assessing their s
CATALAN  11;Catalan Language and Culture: a Multimedia Approach;Obis Monne;Romance Languages & Lit;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";3:00pm -  5:00pm;This intermediate-level language course aims to consolidate and further develop proficiency in listening comprehension, speaking, reading, and writing in Catalan by exploring cultural topics related to history, art, music, dance, literature, and sociolinguistics in Catalan-speaking communities. The class activities include a comprehensive review of the grammar and vocabulary, the learning of new specific structures, and reinforces linguistic acquisition through texts, movies, art, and multi-medi
PORTUG  11S 001;Beginning Portuguese for Spanish Speakers II: More SAMBA, less Salsa!;Soares;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";12:00pm -  1:15pm;PORTUG 11S is a continuation of PORTUG 10S. This course guides students to continue the work of confronting features of the Portuguese semantics and phonological system that are most challenging for Spanish speakers. It helps solidify student’s foundation in Brazilian Portuguese, and pushes them to go deeper by engaging with literary readings, examining unique cultural aspects in addition to practical points of the language. Students will continue to experience contextualized Afro-Luso-Bra
TDM  98;Junior Tutorial;Stanley;Theater, Dance & Media;2022 Spring;"[{""days"":""Th""}]";12:00pm -  2:45pm;This course serves as a transition between the survey nature of the sophomore tutorial and the independent senior thesis in Theater, Dance & Media at Harvard. We engage with methods and forms of theater, dance and media which may provide inspiration for your future artistic and scholarly work. Our strategy is to identify a number of contemporary and historical performances and performance archives and critically consider how they might influence your evolving identity as an artist
SPANSH  40 005;Advanced Spanish Language I: Viewing the Hispanic World;Liander;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";9:00am -  10:15am;An advanced language and culture class that further develops linguistic competence using a region or regions of the Hispanic world as a focus for class discussion, grammar review, and an introduction to Hispanic social contexts and texts. Course materials may also include films, interviews, paintings, photography, music, selections from the press, as well as literary or historical readings. Frequent written and oral assignments, and a thorough review of grammar. Consult course website for curren
ENG-SCI  94 001;Entrepreneurship and Innovation: Practical and Academic Insights;Lerner;Engineering Sciences;2022 Spring;"[{""days"":""W""},{""days"":""F""}]";3:45pm -  5:00pm;Entrepreneurship is increasingly transforming our society and economy. This course aims to provide for undergraduates an introduction to entrepreneurship and its implications for innovation. The class will primarily consist of case study discussions, but will include some traditional lecture sessions that build on academic papers to provide more frameworks. As such, it draws primarily on materials from the introductory MBA course at Harvard Business School, “The Entrepreneurial Manager&rdq
AFVS  70;The Art of Film;Frahm;Art, Film, and Visual Studies;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;This introductory course surveys the history of film and visual media in the 20th and 21st centuries. We will both explore the rise of major cinematic movements in their striving to define the “art of film” and shed light on the often overlooked parts and marginalized figures in the history of film. Building upon Rudolf Arnheim’s concept of visual thinking, this class puts special emphasis on creative practices and visual exercises that introduce students to new forms of visual
PSY  971;Contemporary Issues in Psychology: Intensive Cross-level Analyses;Hooley;Psychology;2021 Fall;[];-  TBA;Examines selected issues and phenomena in contemporary psychological research. Special attention to examining topics from a variety of perspectives, to reading primary sources in the field, and to developing thinking, writing, research, and discussion skills. This tutorial, or Psychology 975, is required of concentrators upon entering the concentration, normally in the sophomore year. Letter graded.
FRENCH  20 003;Intermediate French: Francophone Culture in Local Communities;Turman;Romance Languages & Lit;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";1:30pm -  2:45pm;In this intermediate-level language course we will explore cultural topics such as music, dance, and cuisine in French-speaking countries around the world. We will in turn expand our discovery of Francophone cultures through conversations with online language partners, interactive discussions with French-speaking guests, and exploration of local Francophone communities. Themes such as family life in West Africa, sustainability in the French-speaking Pacific, and First Nation dancers in Quebec wi
HAA  97R;The Sophomore Seminar;Roberts;History of Art & Architecture;2021 Fall;"[{""days"":""W""}]";3:00pm -  5:45pm;Required of all History of Art and Architecture concentrators in their sophomore year. An introduction to the practice of art and architectural history through object-based teaching led by faculty members in HAA.
FRSEMR  63L;Memory Wars: Cultural Trauma and the Power of Literature;Suetterlin;Freshman Seminars;2021 Fall;"[{""days"":""W""}]";3:00pm -  5:00pm;How do we respond to a traumatic event? Denial, acceptance, blame, reconciliation… there are many stances we can take toward a harmful act we have experienced or committed in the past. When entire populations have suffered or perpetrated crimes against humanity, the question of how to deal with this traumatic past can spark a full-blown memory war – such as the one currently raging in the U.S. over Confederate monuments. In this seminar, we explore how the catastrophic events of the
TDM  99B;Senior Tutorial: Senior Thesis Project;Levine;Theater, Dance & Media;2022 Spring;[];-  TBA;Supervised individual tutorial in an independent scholarly/critical subject or performance-based project.
FRSEMR  50Q;Gut Reactions: Discovering Chemistry from the Human Microbiota;Balskus;Freshman Seminars;2022 Spring;"[{""days"":""Th""}]";3:00pm -  5:45pm;The human gut is colonized by trillions of microorganisms that exert a profound influence on our health. Notably, the chemical capabilities of gut microbes extend beyond those found in our own cells, playing roles in nutrition, directing immune system development, and protecting against pathogens. However, we still do not understand how the vast majority of this microbial chemistry actually takes place, which stands in stark contrast to our knowledge of human physiology. The aim of this laborato
SAS  98R;Tutorial - Junior Year;Delacy;South Asian Studies;2022 Spring;[];-  TBA;
SPC-CONC  99A;Tutorial - Senior Year;Laskin;Special Concentrations;2022 Spring;[];-  TBA;Ordinarily taken by honors seniors as a full course series. With the consent of the Faculty Adviser and the Director of Studies of Special Concentrations, students may enroll in either 99A or 99B alone.
GERMAN  10AB;Beginning German (Intensive);Parkes;Germanic Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""},{""days"":""F""}]";Split Schedule;A complete first-year course in one term for students with little or no knowledge of German. Provides an introduction to language and culture of the German-speaking countries. Students develop basic communication competencies (spoken and written), and will be able to understand and use high-frequency vocabulary and basic grammatical structures. Instruction is supplemented by a variety of texts, including poetry, songs, and visual media.
MUSIC  91R;Supervised Reading and Research;Wolf;Music;2021 Fall;[];-  TBA;Open to students wishing to pursue supervised study in an area not covered by the courses currently offered. Students must submit a study proposal to the faculty member with whom they wish to study and a signed proposal to the Director of Undergraduate Studies. May be counted for concentration only with the prior approval of the Director of Undergraduate Studies.
SPANSH  20 007;Intermediate Spanish: Language and Culture in the Hispanic World;Gutierrez;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";1:30pm -  2:45pm;An intermediate language and culture class that aims to consolidate and expand the skills of listening comprehension, speaking, reading and writing in Spanish. Includes a comprehensive review of the grammar and reinforces linguistic acquisition through texts, movies, art and multi-media projects to acquaint students with cultural issues relevant to the Spanish-speaking world.
